,material_id,nsites,nelements,chemsys,band_gap,spacegroup.crystal_system,spacegroup.number,spacegroup.point_group
16182,mp-18156,28,4,Ba-K-P-Se,1.2589000000000001,orthorhombic,62,mmm
16183,mp-18301,24,3,Mn-O-Rb,2.1425,orthorhombic,62,mmm
16184,mp-18471,32,3,O-Sr-U,2.1978,monoclinic,14,2/m
16185,mp-18740,11,3,Cd-O-V,2.5957,monoclinic,12,2/m
16186,mp-18878,11,4,As-Fe-Li-O,2.6479999999999997,monoclinic,5,2
16187,mp-18925,44,3,Co-Li-O,1.9643,tetragonal,137,4/mmm
16188,mp-19260,14,3,Li-O-W,3.9135000000000004,monoclinic,15,2/m
16189,mp-1948,2,2,Ag-La,0.0,cubic,221,m-3m
16190,mp-19722,8,4,Cu-Mn-S-Sn,0.0,tetragonal,121,-42m
16191,mp-1977,4,2,Nd-Sn,0.0,cubic,221,m-3m
16192,mp-19816,6,2,In-Sm,0.0,hexagonal,194,6/mmm
16193,mp-19926,24,4,Be-Ge-La-O,4.126199999999999,tetragonal,113,-42m
16194,mp-20016,20,3,Co-O-Sm,1.3323999999999998,orthorhombic,62,mmm
16195,mp-20021,6,2,Dy-Sn,0.0,orthorhombic,63,mmm
16196,mp-20216,40,4,Mg-O-Pb-W,2.8636,orthorhombic,62,mmm
16197,mp-20273,5,3,Ca-O-Pb,0.7472000000000003,cubic,221,m-3m
16198,mp-20309,4,2,Eu-Pb,0.0,cubic,221,m-3m
16199,mp-20374,7,4,C-Ho-N-O,3.9968000000000004,trigonal,164,-3m
16200,mp-20416,24,3,B-Fe-Sm,0.0,orthorhombic,55,mmm
16201,mp-20456,14,2,Co-Se,0.0,cubic,227,m-3m
16202,mp-20656,13,2,Dy-Mn,0.0,tetragonal,139,4/mmm
16203,mp-20748,11,4,Dy-Ge-In-Ni,0.0,monoclinic,12,2/m
16204,mp-20777,12,3,Co-Ge-Sm,0.0,orthorhombic,62,mmm
16205,mp-20845,22,3,Dy-O-Sn,2.9259000000000004,cubic,227,m-3m
16206,mp-20886,12,3,Ce-Sn-Zn,0.0,hexagonal,194,6/mmm
16207,mp-21099,13,4,K-O-Pb-S,4.4948,trigonal,166,-3m
16208,mp-21156,4,2,Pb-Tb,0.0,cubic,221,m-3m
16209,mp-21198,6,3,Ag-Dy-Sn,0.0,hexagonal,186,6mm
16210,mp-21235,4,3,Ga-Mn-V,0.0,cubic,225,m-3m
16211,mp-21323,12,3,Dy-Ge-Ir,0.0,orthorhombic,62,mmm
16212,mp-21420,5,3,Ge-Mn-Nd,0.0,tetragonal,139,4/mmm
16213,mp-22150,10,3,Co-In-Zr,0.0,tetragonal,127,4/mmm
16214,mp-22203,20,3,Mn-O-Sm,1.4670999999999998,orthorhombic,62,mmm
16215,mp-22356,14,3,Hg-In-S,0.3469000000000002,cubic,227,m-3m
16216,mp-22408,8,2,Co-O,0.8425000000000002,cubic,216,-42m
16217,mp-22504,14,3,Eu-S-Si,0.21809999999999974,monoclinic,11,2/m
16218,mp-22563,20,3,Gd-Lu-S,0.9582999999999995,monoclinic,11,2/m
16219,mp-22594,10,4,Ba-Ir-Lu-O,0.0,cubic,225,m-3m
16220,mp-22767,12,3,Co-Ga-Th,0.0,orthorhombic,63,mmm
16221,mp-22802,32,3,Mn-O-Pr,0.0,orthorhombic,55,mmm
16222,mp-23,1,1,Ni,0.0,cubic,225,m-3m
16223,mp-23062,6,3,C-I-Y,0.0,monoclinic,12,2/m
16224,mp-23232,8,2,Br-Fe,0.02959999999999985,trigonal,148,-3
16225,mp-2331,6,2,B-Mo,0.0,trigonal,166,-3m
16226,mp-23313,4,2,Bi-In,0.0,tetragonal,129,4/mmm
16227,mp-23334,32,3,Bi-O-Te,2.5328000000000004,orthorhombic,39,mm2
16228,mp-23400,26,3,I-In-O,3.4261000000000004,hexagonal,173,6
16229,mp-23572,44,4,Bi-K-P-S,2.3761999999999994,monoclinic,14,2/m
16230,mp-2360,4,2,Ca-Ge,0.0,orthorhombic,63,mmm
16231,mp-23659,46,5,Br-Ga-Na-O-Si,4.0513,cubic,218,-43m
16232,mp-23730,20,3,H-Mg-Na,3.3726000000000003,orthorhombic,62,mmm
16233,mp-23808,30,6,B-H-K-O-P-Sc,4.8553,triclinic,2,-1
16234,mp-23930,32,4,C-H-N-S,3.6595,orthorhombic,62,mmm
16235,mp-24008,44,5,Cl-Fe-H-K-O,2.2076,orthorhombic,62,mmm
16236,mp-2415,4,2,Dy-Tl,0.0,cubic,221,m-3m
16237,mp-24154,3,2,H-Nb,0.0,cubic,225,m-3m
16238,mp-24205,6,3,H-I-Sr,3.7365999999999997,tetragonal,129,4/mmm
16239,mp-24422,6,3,Br-Ca-H,4.1669,tetragonal,129,4/mmm
16240,mp-2509,4,2,Rh-Th,0.0,cubic,221,m-3m
16241,mp-2688,4,2,Ga-Ho,0.0,cubic,221,m-3m
16242,mp-27178,10,3,Hg-P-S,1.9798,triclinic,2,-1
16243,mp-2726,6,2,Cu-Sr,0.0,hexagonal,191,6/mmm
16244,mp-27291,10,2,Cl-Pa,0.1600999999999999,tetragonal,141,4/mmm
16245,mp-27294,7,3,As-Br-Ca,2.2924999999999995,cubic,221,m-3m
16246,mp-2733,11,2,Al-Mo,0.0,monoclinic,12,2/m
16247,mp-27360,12,3,Bi-O-Re,0.0,orthorhombic,63,mmm
16248,mp-2738,8,2,Dy-Ni,0.0,orthorhombic,62,mmm
16249,mp-27480,10,3,F-O-Sn,2.6657,monoclinic,12,2/m
16250,mp-27557,68,3,Fe-Na-O,2.1192,monoclinic,14,2/m
16251,mp-27569,25,3,Mn-Na-O,0.5632999999999999,trigonal,147,-3
16252,mp-27624,9,3,Ca-O-V,2.8747,monoclinic,12,2/m
16253,mp-27729,8,2,Cl-I,1.8148,triclinic,2,-1
16254,mp-27824,16,3,Cl-I-P,1.7963,tetragonal,113,-42m
16255,mp-27986,5,3,F-Np-O,0.0,trigonal,166,-3m
16256,mp-28029,16,2,P-Tc,0.38590000000000124,orthorhombic,62,mmm
16257,mp-2806,2,2,Sn-Yb,0.0,tetragonal,123,4/mmm
16258,mp-28124,28,3,F-H-N,7.456300000000001,tetragonal,88,4/m
16259,mp-28136,16,3,Hg-I-O,0.9849000000000001,monoclinic,15,2/m
16260,mp-28177,16,3,Cl-Na-Sb,2.1828,tetragonal,84,4/m
16261,mp-28277,32,3,I-K-Pr,3.0315,orthorhombic,62,mmm
16262,mp-28407,32,3,Br-O-S,2.7319,orthorhombic,29,mm2
16263,mp-28534,10,3,Br-Ca-In,3.1361999999999997,orthorhombic,63,mmm
16264,mp-28600,32,3,F-Fe-Rb,2.9093,orthorhombic,62,mmm
16265,mp-28702,7,3,B-C-Gd,0.0,orthorhombic,65,mmm
16266,mp-28821,38,3,La-Ni-P,0.0,monoclinic,11,2/m
16267,mp-28877,28,3,Cs-Sn-Te,0.6679000000000004,orthorhombic,62,mmm
16268,mp-29087,44,3,Ba-Sb-Sn,0.0,orthorhombic,62,mmm
16269,mp-29197,80,3,Br-La-N,3.0575999999999994,orthorhombic,61,mmm
16270,mp-29313,148,3,P-S-Ta,1.0363000000000002,tetragonal,96,422
16271,mp-29326,15,3,La-O-Re,0.0,monoclinic,12,2/m
16272,mp-29357,42,3,C-Cl-Zr,1.3146,orthorhombic,64,mmm
16273,mp-29535,6,3,Ce-I-Si,0.0,trigonal,164,-3m
16274,mp-29847,44,3,B-Br-Tb,0.0,monoclinic,15,2/m
16275,mp-30050,10,3,Ba-Ge-Ru,0.0,orthorhombic,70,mmm
16276,mp-30113,44,3,Cl-Se-Zr,1.3186,orthorhombic,56,mmm
16277,mp-30158,32,3,Ga-O-Sr,2.8941,triclinic,2,-1
16278,mp-30195,8,3,Cu-Ho-P,0.0,tetragonal,129,4/mmm
16279,mp-30218,9,2,P-Ti,0.0,hexagonal,189,-6m2
16280,mp-30756,40,3,La-Ru-Sn,0.0,cubic,223,m-3m
16281,mp-3084,21,3,Ni-P-Sc,0.0,hexagonal,174,-6
16282,mp-30964,19,2,Dy-Zn,0.0,trigonal,166,-3m
16283,mp-30984,18,3,I-O-S,1.9691,monoclinic,15,2/m
16284,mp-31055,5,3,In-N-Sc,0.0,cubic,221,m-3m
16285,mp-31066,8,3,Li-N-U,0.0,tetragonal,141,4/mmm
16286,mp-31095,10,3,Er-Fe-Si,0.0,monoclinic,12,2/m
16287,mp-31197,52,3,Er-Fe-Sn,0.0,orthorhombic,63,mmm
16288,mp-31204,5,3,Ag-Nd-Si,0.0,tetragonal,139,4/mmm
16289,mp-31229,88,3,B-Na-Se,2.2099,monoclinic,14,2/m
16290,mp-31243,18,2,As-Ba,0.43199999999999994,monoclinic,7,m
16291,mp-31288,18,3,I-La-Pb,0.0,hexagonal,193,6/mmm
16292,mp-31312,22,2,Ga-Rh,0.0,monoclinic,7,m
16293,mp-3154,40,3,O-Sb-Sm,3.137,cubic,217,-43m
16294,mp-3187,20,3,Ba-Ce-O,2.229,orthorhombic,62,mmm
16295,mp-3241,5,3,Cu-Ge-Sr,0.0,tetragonal,139,4/mmm
16296,mp-3288,12,3,Cs-N-O,2.3904,trigonal,152,32
16297,mp-3414,32,3,Ag-F-Sb,1.7739,cubic,206,m-3
16298,mp-3489,5,3,Fe-Nd-Si,0.0,tetragonal,139,4/mmm
16299,mp-352,12,2,Hf-O,4.0684,monoclinic,14,2/m
16300,mp-3698,3,3,Al-Si-Sr,0.0,hexagonal,187,-6m2
16301,mp-3748,4,3,Al-Cu-O,1.8708999999999998,trigonal,166,-3m
16302,mp-3782,40,3,Nd-O-Sb,3.1803000000000003,cubic,217,-43m
16303,mp-3857,13,3,Ba-O-P,5.2633,trigonal,166,-3m
16304,mp-4172,36,3,Ge-Na-P,1.0516,monoclinic,14,2/m
16305,mp-4196,8,3,Fe-Nd-Si,0.0,orthorhombic,63,mmm
16306,mp-4259,5,3,Ca-Co-Ge,0.0,tetragonal,139,4/mmm
16307,mp-4305,5,3,Cu-Er-Si,0.0,tetragonal,139,4/mmm
16308,mp-4363,40,3,Ca-Rh-Sn,0.0,cubic,223,m-3m
16309,mp-4404,5,3,As-Ru-Sr,0.0,tetragonal,139,4/mmm
16310,mp-4537,5,3,Ce-Ni-Si,0.0,tetragonal,139,4/mmm
16311,mp-4555,9,3,As-Ca-O,3.3160000000000003,trigonal,162,-3m
16312,mp-4556,28,3,Li-O-S,6.041600000000001,monoclinic,14,2/m
16313,mp-4564,41,3,Ba-Nb-O,0.0,orthorhombic,65,mmm
16314,mp-4840,8,3,Cu-Ga-Se,0.45809999999999995,tetragonal,122,-42m
16315,mp-4856,7,3,Co-Ga-Ho,0.0,tetragonal,123,4/mmm
16316,mp-4881,5,3,Er-Ni-Si,0.0,tetragonal,139,4/mmm
16317,mp-4961,5,3,Hg-Na-O,1.7429000000000001,tetragonal,139,4/mmm
16318,mp-5012,12,3,Li-O-Si,5.1122000000000005,orthorhombic,36,mm2
16319,mp-504427,22,3,O-Pb-Ti,1.9906000000000001,monoclinic,11,2/m
16320,mp-504712,28,3,Ca-O-V,0.0,orthorhombic,62,mmm
16321,mp-510357,26,3,B-Br-La,0.0,monoclinic,12,2/m
16322,mp-510562,64,5,H-K-Mn-O-P,0.7794,monoclinic,15,2/m
16323,mp-5127,12,3,Cu-Li-O,1.5631999999999997,tetragonal,139,4/mmm
16324,mp-5248,36,3,As-Na-Sn,0.3932000000000002,monoclinic,14,2/m
16325,mp-5273,4,3,K-Pr-Te,1.3402000000000003,trigonal,166,-3m
16326,mp-5370,12,3,Er-Nb-O,3.4997000000000003,monoclinic,15,2/m
16327,mp-539,10,2,Ga-S,2.0263999999999998,monoclinic,9,m
16328,mp-540598,30,3,O-Ti-Tl,2.7434,monoclinic,12,2/m
16329,mp-540619,28,3,K-Sn-Te,1.2332,monoclinic,14,2/m
16330,mp-540716,36,3,Mn-O-Ta,2.0785,orthorhombic,60,mmm
16331,mp-540828,12,3,Cl-Fe-O,1.9144,orthorhombic,59,mmm
16332,mp-540997,18,3,Cl-Fe-Te,1.2736,triclinic,1,1
16333,mp-541211,48,4,Cr-K-La-O,2.6534,monoclinic,14,2/m
16334,mp-541349,56,3,Au-F-Ho,1.6074000000000002,triclinic,2,-1
16335,mp-541389,22,3,Co-O-Rb,1.0184,triclinic,2,-1
16336,mp-541412,44,4,Cs-O-P-Y,5.129099999999999,monoclinic,14,2/m
16337,mp-541537,64,4,K-O-Si-Zn,3.4920000000000004,orthorhombic,29,mm2
16338,mp-541745,64,3,Nb-Rb-S,1.5071999999999999,monoclinic,14,2/m
16339,mp-541836,40,3,Ce-S-Tm,0.0,monoclinic,11,2/m
16340,mp-541837,5,2,Bi-Se,0.5434000000000001,trigonal,166,-3m
16341,mp-541971,21,3,Ni-P-Tm,0.0,hexagonal,174,-6
16342,mp-542292,42,5,Ag-As-H-Mn-O,1.2202000000000002,monoclinic,15,2/m
16343,mp-542496,23,3,Ag-Ca-N,0.0,cubic,229,m-3m
16344,mp-542632,4,2,Gd-Ni,0.0,orthorhombic,63,mmm
16345,mp-542995,29,3,Fe-Nb-Si,0.0,cubic,225,m-3m
16346,mp-548753,30,4,Co-O-P-V,1.7259000000000002,monoclinic,14,2/m
16347,mp-549776,9,4,Ba-Mn-O-Pr,0.0,tetragonal,123,4/mmm
16348,mp-553243,8,4,Bi-Br-O-Y,1.4036,tetragonal,123,4/mmm
16349,mp-554043,92,5,Ca-K-Mn-O-P,4.5046,trigonal,161,3m
16350,mp-554098,14,2,O-Ti,0.0,trigonal,163,-3m
16351,mp-5541,6,3,Si-V-Zr,0.0,tetragonal,129,4/mmm
16352,mp-554206,13,4,Al-As-Cs-O,3.6738999999999997,orthorhombic,44,mm2
16353,mp-554546,28,3,Eu-O-Si,0.28770000000000007,monoclinic,14,2/m
16354,mp-554600,52,3,Cr-O-P,3.3268,monoclinic,14,2/m
16355,mp-554726,84,5,Cu-K-Na-O-S,0.07350000000000012,monoclinic,15,2/m
16356,mp-554807,132,3,Er-O-W,3.0317,orthorhombic,60,mmm
16357,mp-554838,38,5,Cd-Cr-H-O-Rb,2.7429,triclinic,2,-1
16358,mp-555078,30,4,Ba-O-Sb-Sr,3.1456,triclinic,2,-1
16359,mp-555269,28,3,Ag-S-Sb,1.5086000000000004,monoclinic,14,2/m
16360,mp-556039,48,4,B-Na-O-Y,3.6611000000000002,monoclinic,14,2/m
16361,mp-556106,88,3,B-F-Sr,8.1454,orthorhombic,61,mmm
16362,mp-556136,36,4,I-K-Mo-O,3.0176,monoclinic,14,2/m
16363,mp-556254,124,4,K-O-Pt-S,1.7050999999999998,triclinic,2,-1
16364,mp-556440,35,4,Ca-O-P-Zr,4.1751,trigonal,148,-3
16365,mp-556492,8,3,Co-F-Pt,1.9695,trigonal,148,-3
16366,mp-556581,32,4,Cl-Fe-O-P,3.7910999999999997,monoclinic,15,2/m
16367,mp-556790,48,4,Ba-O-Te-V,2.6883999999999997,monoclinic,14,2/m
16368,mp-556819,76,4,Cd-O-S-Tl,4.030900000000001,orthorhombic,19,222
16369,mp-556920,38,3,O-Sb-Tb,0.0,tetragonal,85,4/m
16370,mp-556975,24,4,Cu-Nd-S-Si,1.6369999999999996,hexagonal,173,6
16371,mp-557258,140,4,Cu-O-P-Tl,0.22779999999999978,orthorhombic,54,mmm
16372,mp-557389,60,4,K-Mn-O-Se,0.049799999999999844,monoclinic,15,2/m
16373,mp-557786,32,4,Ca-Nb-O-P,2.4776,monoclinic,15,2/m
16374,mp-557821,52,4,Ca-Cr-O-P,3.2415999999999996,triclinic,2,-1
16375,mp-558023,34,3,O-Rb-Sb,1.8332,monoclinic,12,2/m
16376,mp-558070,33,4,K-Mo-O-U,2.2026,triclinic,2,-1
16377,mp-5581,78,3,Mo-O-P,3.2774,monoclinic,9,m
16378,mp-558607,42,4,B-K-O-Sb,1.8633000000000002,triclinic,2,-1
16379,mp-558829,38,4,Cs-O-S-Yb,0.0,trigonal,161,3m
16380,mp-558861,24,4,F-I-K-O,4.1604,orthorhombic,29,mm2
16381,mp-558875,36,4,Cl-Ho-O-Te,2.9257999999999997,triclinic,2,-1
16382,mp-558992,17,4,Ge-In-Ir-O,0.4110000000000005,cubic,216,-43m
16383,mp-559000,28,4,F-I-Sb-Se,1.5426,monoclinic,13,2/m
16384,mp-559238,28,4,B-Cs-Li-S,3.0936,orthorhombic,62,mmm
16385,mp-559270,18,4,Ba-O-Rb-Sb,1.0407000000000002,tetragonal,140,4/mmm
16386,mp-559281,80,4,Cr-Na-P-S,1.2934,monoclinic,14,2/m
16387,mp-559519,32,4,As-Na-O-Ti,3.0642,monoclinic,12,2/m
16388,mp-559703,44,4,Ba-La-O-Te,3.2283,monoclinic,15,2/m
16389,mp-559852,30,5,Cs-Ga-O-P-U,2.3357,triclinic,2,-1
16390,mp-560014,24,4,Cu-Pr-S-Sn,1.8349000000000002,hexagonal,173,6
16391,mp-560242,20,3,F-Mn-Na,2.7477,orthorhombic,62,mmm
16392,mp-560833,80,4,B-Cl-O-Pb,2.816,orthorhombic,57,mmm
16393,mp-561177,28,4,B-Gd-O-W,3.2565,hexagonal,173,6
16394,mp-561410,16,5,Cl-Fe-Li-Mo-O,2.6717,monoclinic,11,2/m
16395,mp-561799,56,3,Ga-S-Yb,3.014,orthorhombic,70,mmm
16396,mp-561814,112,3,B-O-Rb,5.9404,orthorhombic,61,mmm
16397,mp-562394,108,4,Cs-Li-O-Si,4.4081,monoclinic,11,2/m
16398,mp-5646,6,3,Au-Nd-Sn,0.0,hexagonal,186,6mm
16399,mp-566301,84,4,As-Cl-O-Pb,3.1736,monoclinic,14,2/m
16400,mp-566599,78,3,I-La-O,3.2047000000000003,monoclinic,9,m
16401,mp-567339,12,2,Os-Pr,0.0,hexagonal,194,6/mmm
16402,mp-567422,3,3,Bi-Gd-Ni,0.0,cubic,216,-43m
16403,mp-567524,40,3,As-Ga-K,0.8673000000000002,orthorhombic,52,mmm
16404,mp-567844,10,3,Fe-Gd-I,0.0,hexagonal,194,6/mmm
16405,mp-568036,24,3,Ga-La-N,1.8709000000000007,monoclinic,15,2/m
16406,mp-568143,20,2,B-Tm,0.0,tetragonal,127,4/mmm
16407,mp-568396,88,3,Ba-Br-Fe,0.8935000000000001,orthorhombic,61,mmm
16408,mp-568621,26,3,B-Mg-Rh,0.0,cubic,227,m-3m
16409,mp-568801,24,4,Cu-Pr-Se-Si,1.4533000000000005,hexagonal,173,6
16410,mp-568803,30,3,B-C-Mg,2.2943000000000007,orthorhombic,74,mmm
16411,mp-568883,54,4,N-Pr-Se-Si,2.0857,trigonal,148,-3
16412,mp-569568,12,3,Al-C-Ta,0.0,hexagonal,194,6/mmm
16413,mp-569576,68,3,La-N-Si,2.057499999999999,orthorhombic,64,mmm
16414,mp-569628,12,3,Au-Ca-Cd,0.0,orthorhombic,62,mmm
16415,mp-569653,22,3,Cl-P-Sn,2.5637,orthorhombic,67,mmm
16416,mp-569850,8,2,Br-Ce,0.007000000000000117,hexagonal,176,6/m
16417,mp-570186,44,3,Br-Ga-Te,1.3212,monoclinic,14,2/m
16418,mp-570379,10,4,Cl-Cs-Li-Lu,5.4223,cubic,225,m-3m
16419,mp-570506,12,2,I-Zr,0.2976000000000001,orthorhombic,31,mm2
16420,mp-570531,32,4,Cl-N-Nb-P,2.4316,monoclinic,15,2/m
16421,mp-570611,4,3,Au-In-Pr,0.0,cubic,225,m-3m
16422,mp-5707,12,3,As-Cs-F,4.6884999999999994,monoclinic,4,2
16423,mp-570923,12,2,Re-Y,0.0,hexagonal,194,6/mmm
16424,mp-571208,24,3,Dy-Mg-Rh,0.0,cubic,216,-43m
16425,mp-571222,2,2,Br-Cs,4.4247,cubic,225,m-3m
16426,mp-571291,108,3,P-Sn-Sr,0.9885000000000002,orthorhombic,64,mmm
16427,mp-571662,40,4,K-La-P-Se,1.9558999999999997,monoclinic,14,2/m
16428,mp-572921,56,4,As-Cs-Ga-O,2.4286,monoclinic,15,2/m
16429,mp-573103,60,4,Cs-Np-O-S,0.2559,monoclinic,14,2/m
16430,mp-573465,64,3,Ag-Cl-Te,0.19849999999999968,orthorhombic,62,mmm
16431,mp-573514,16,2,Cs-Sb,0.5564,orthorhombic,19,222
16432,mp-574273,36,3,B-Ce-Co,0.0,hexagonal,194,6/mmm
16433,mp-579812,60,3,Ce-Ni-Sb,0.0,orthorhombic,57,mmm
16434,mp-580215,8,3,Ce-Ga-Pd,0.0,tetragonal,123,4/mmm
16435,mp-581114,144,5,Cs-F-O-Si-Y,4.8312,orthorhombic,62,mmm
16436,mp-581942,28,2,Ce-Cu,0.0,monoclinic,14,2/m
16437,mp-582182,96,3,As-Cs-In,0.9354000000000005,monoclinic,14,2/m
16438,mp-583213,48,2,Hg-I,1.4602000000000002,tetragonal,142,4/mmm
16439,mp-5920,3,3,Al-Ge-Li,0.08689999999999998,cubic,216,-43m
16440,mp-5965,80,3,Ga-O-Tb,3.2791,cubic,230,m-3m
16441,mp-601371,8,2,Gd-Si,0.0,orthorhombic,62,mmm
16442,mp-601846,11,3,In-Ir-Yb,0.0,tetragonal,123,4/mmm
16443,mp-6046,76,4,C-Na-O-U,2.1525000000000003,trigonal,165,-3m
16444,mp-606617,42,4,Cu-F-Sb-Xe,0.007800000000000029,monoclinic,14,2/m
16445,mp-616439,28,3,Cl-Cs-Cu,0.38370000000000004,orthorhombic,62,mmm
16446,mp-619015,30,3,Cd-Cl-Cs,2.4920999999999998,hexagonal,194,6/mmm
16447,mp-620372,28,2,Rb-Se,0.8371,orthorhombic,19,222
16448,mp-621994,48,3,Nd-O-Os,0.0,orthorhombic,33,mm2
16449,mp-622602,72,4,As-Mo-Na-O,2.6358,orthorhombic,29,mm2
16450,mp-6280,36,4,Al-F-O-Si,5.706199999999999,orthorhombic,62,mmm
16451,mp-631194,16,3,Cl-Ga-La,0.0,tetragonal,140,4/mmm
16452,mp-638261,32,3,Ge-La-O,4.032399999999999,monoclinic,14,2/m
16453,mp-642834,20,4,Ba-Cl-H-O,5.2975,tetragonal,129,4/mmm
16454,mp-643683,26,3,Ba-Ga-H,0.3889,trigonal,158,3m
16455,mp-643898,24,4,Ca-H-O-P,5.713299999999999,monoclinic,15,2/m
16456,mp-645375,48,4,Bi-O-P-Zn,2.8918999999999997,monoclinic,5,2
16457,mp-645692,28,3,Eu-Lu-Se,0.1644000000000001,orthorhombic,62,mmm
16458,mp-6474,15,4,Ba-Mg-Nb-O,2.6513999999999998,trigonal,164,-3m
16459,mp-647579,48,2,Br-Zn,3.2203,tetragonal,142,4/mmm
16460,mp-650178,80,4,F-O-S-Se,1.4033,orthorhombic,19,222
16461,mp-662599,84,3,Ag-As-Se,0.8906000000000001,orthorhombic,62,mmm
16462,mp-672186,40,3,Cl-S-Te,2.2624999999999997,orthorhombic,62,mmm
16463,mp-680301,64,3,As-K-O,3.3314000000000004,orthorhombic,66,mmm
16464,mp-684024,160,3,Li-N-Si,3.8508,orthorhombic,61,mmm
16465,mp-6964,8,3,Na-O-Tb,4.0064,tetragonal,141,4/mmm
16466,mp-697910,44,5,H-K-N-O-Si,3.7985,monoclinic,14,2/m
16467,mp-698206,48,3,Ba-O-Re,0.5102999999999999,hexagonal,185,6mm
16468,mp-7013,24,4,Be-Ho-O-Si,5.1006,tetragonal,113,-42m
16469,mp-703574,104,4,Ca-H-O-S,5.836,orthorhombic,61,mmm
16470,mp-705037,128,4,Na-O-P-V,1.7472,orthorhombic,61,mmm
16471,mp-707219,70,6,F-H-K-O-Zn-Zr,5.1135,monoclinic,14,2/m
16472,mp-7203,40,3,Ce-Rh-Sn,0.0,cubic,223,m-3m
16473,mp-742819,44,5,H-Mo-N-O-Pd,2.8634,tetragonal,141,4/mmm
16474,mp-772228,64,3,Cd-O-P,4.3777,triclinic,2,-1
16475,mp-774926,64,5,Eu-H-N-O-S,0.0007000000000000339,monoclinic,14,2/m
16476,mp-7851,12,2,Co-Ta,0.0,trigonal,166,-3m
16477,mp-7917,6,3,Ge-Hf-Se,0.0,tetragonal,129,4/mmm
16478,mp-7929,5,3,Pt-Rb-S,1.3585000000000003,orthorhombic,71,mmm
16479,mp-800,3,2,B-Tm,0.0,hexagonal,191,6/mmm
16480,mp-8312,9,2,As-Ta,0.0,tetragonal,87,4/m
16481,mp-8654,6,3,Pr-Ru-Si,0.0,tetragonal,129,4/mmm
16482,mp-865658,16,3,Ge-Li-Pr,0.0,orthorhombic,62,mmm
16483,mp-866639,32,4,Cd-K-Sb-Sr,0.1988000000000003,orthorhombic,62,mmm
16484,mp-866805,32,3,Sb-Sn-Sr,0.0,orthorhombic,62,mmm
16485,mp-8771,11,3,B-Lu-Ni,0.0,orthorhombic,65,mmm
16486,mp-905,24,2,F-La,6.0244,trigonal,165,-3m
16487,mp-9250,6,3,Li-Rb-Se,2.3188,tetragonal,129,4/mmm
16488,mp-9673,10,3,As-K-Ni,0.08999999999999986,orthorhombic,63,mmm
16489,mp-973675,28,3,As-Hf-W,0.0,hexagonal,194,6/mmm
16490,mp-975505,62,5,Co-H-O-P-Rb,3.4891,triclinic,2,-1
16491,mp-976380,10,3,Nd-Ni-Sb,0.0,tetragonal,129,4/mmm
16492,mp-976876,5,3,C-K-Pt,1.6843,trigonal,164,-3m
16493,mp-978039,23,3,Co-Ga-Ho,0.0,tetragonal,123,4/mmm
16494,mp-979979,20,3,Au-Sb-Sm,0.5327999999999999,cubic,220,-43m
16495,mp-980110,10,3,Ni-Sn-Th,0.0,tetragonal,129,4/mmm
16496,mp-980760,8,3,Ge-Ni-Sm,0.0,orthorhombic,63,mmm
16497,mp-991676,8,3,Cu-Nb-Te,1.3512000000000004,cubic,215,-43m
16498,mp-9937,6,3,Sb-Se-U,0.0,tetragonal,129,4/mmm
16499,mp-999291,4,2,Pd-Pr,0.0,orthorhombic,63,mmm
16500,mp-1005829,21,3,Mn-P-Sm,0.0,hexagonal,174,-6
16501,mp-1006322,18,3,B-Ce-Fe,0.14660000000000029,tetragonal,86,4/m
16502,mp-10065,6,3,B-Fe-U,0.0,hexagonal,191,6/mmm
16503,mp-1007636,4,3,K-Lu-S,2.4628000000000005,trigonal,166,-3m
16504,mp-10114,16,3,B-Ir-Sc,0.0,hexagonal,176,6/m
16505,mp-1017554,5,3,Cd-N-Ni,0.0,cubic,221,m-3m
16506,mp-1018720,6,3,Hf-Si-V,0.0,tetragonal,129,4/mmm
16507,mp-1019094,6,3,Au-Ge-Pr,0.0,hexagonal,186,6mm
16508,mp-1019377,52,3,Al-O-P,5.8034,monoclinic,14,2/m
16509,mp-1019593,136,3,Ce-O-P,1.2295,monoclinic,15,2/m
16510,mp-1019612,32,3,Cs-O-Zn,1.6759,monoclinic,14,2/m
16511,mp-1019735,60,5,Ba-Eu-Na-O-Si,0.0037000000000000366,orthorhombic,19,222
16512,mp-1019796,26,3,K-O-P,3.7435,hexagonal,194,6/mmm
16513,mp-1020592,38,5,Li-N-O-Si-Sr,2.5737000000000005,tetragonal,128,4/mmm
16514,mp-10226,4,3,Na-S-Y,2.3173000000000004,trigonal,166,-3m
16515,mp-1025187,7,3,Cd-P-Pt,0.0,tetragonal,123,4/mmm
16516,mp-1025261,7,3,Mg-P-Pd,0.0,tetragonal,123,4/mmm
16517,mp-1025464,8,3,C-Ni-Sc,0.0,orthorhombic,71,mmm
16518,mp-103,2,1,Hf,0.0,hexagonal,194,6/mmm
16519,mp-1068300,10,3,As-Ca-Fe,0.0,tetragonal,139,mmm
16520,mp-1068446,5,2,Au-Sc,0.0,tetragonal,87,4/m
16521,mp-1069375,5,3,Al-Cu-Nd,0.0,tetragonal,107,4mm
16522,mp-1070152,5,3,Ca-Co-Si,0.0,tetragonal,139,4/mmm
16523,mp-1071505,24,3,Fe-O-Sr,0.0,orthorhombic,71,mmm
