,material_id,nsites,nelements,chemsys,band_gap,spacegroup.crystal_system,spacegroup.number,spacegroup.point_group
0,mp-1025377,7,3,Ag-Cd-I,2.0050000000000003,tetragonal,121,-42m
1,mp-1068559,5,3,Co-La-Si,0.0,tetragonal,107,4mm
2,mp-1079802,8,3,Ge-Ni-Y,0.0,orthorhombic,63,mmm
3,mp-1103353,12,3,Ga-Pt-Y,0.0,orthorhombic,62,mmm
4,mp-1103785,14,2,Al-Pr,0.0,orthorhombic,71,mmm
5,mp-11114,16,4,Cu-K-Pd-Se,1.0364,monoclinic,11,2/m
6,mp-11525,8,2,Ni-Tm,0.0,orthorhombic,62,mmm
7,mp-11755,9,3,Lu-Mo-Sb,0.0,hexagonal,189,-6m2
8,mp-1188677,16,3,Ge-Pt-Yb,0.0,orthorhombic,71,mmm
9,mp-1189258,17,3,I-Pt-Y,0.7681000000000004,triclinic,2,-1
10,mp-1189639,20,3,Ni-Sn-Th,0.0,cubic,220,-43m
11,mp-1189871,18,3,N-Sn-Zr,0.0,hexagonal,193,6/mmm
12,mp-1192364,30,4,F-Hg-O-Te,2.4806,monoclinic,15,2/m
13,mp-1192415,28,3,S-Tm-Yb,1.4918000000000005,orthorhombic,62,mmm
14,mp-1192640,29,4,Na-Nb-O-Se,2.4028,triclinic,2,-1
15,mp-1195999,48,4,Cd-Cs-O-P,3.3539,orthorhombic,62,mmm
16,mp-1196390,112,4,Cu-F-Sb-Xe,0.5704000000000002,monoclinic,14,2/m
17,mp-1196892,44,4,Er-O-P-Rb,5.060300000000001,monoclinic,14,2/m
18,mp-1197850,36,3,Fe-P-Yb,0.0,orthorhombic,62,mmm
19,mp-1199385,78,3,Er-In-Ni,0.0,tetragonal,129,4/mmm
20,mp-1199741,138,5,O-P-Pb-Te-Zn,3.1622000000000003,monoclinic,3,2
21,mp-1201758,32,2,Ge-K,1.3282999999999998,tetragonal,142,4/mmm
22,mp-1203699,36,3,I-O-Rb,1.3485999999999998,orthorhombic,52,mmm
23,mp-1205197,40,2,Dy-Ga,0.0,tetragonal,140,4/mmm
24,mp-13798,10,4,F-K-Na-Tl,3.6375,cubic,225,m-3m
25,mp-14206,8,3,Ag-As-K,1.2928,trigonal,166,-3m
26,mp-1490,20,2,Al-Au,0.0,cubic,198,23
27,mp-14972,96,4,B-Ba-O-Sc,3.4741999999999997,hexagonal,185,6mm
28,mp-14973,76,4,Ag-Mo-O-P,2.112,monoclinic,14,2/m
29,mp-15788,4,3,Li-S-Y,2.0688000000000004,trigonal,166,-3m
30,mp-17771,40,4,As-Mg-Na-O,3.2138999999999998,tetragonal,122,-42m
31,mp-1934,4,2,Li-Zn,0.0,cubic,227,m-3m
32,mp-19873,12,3,Dy-Ru-Si,0.0,orthorhombic,62,mmm
33,mp-2079,10,2,P-Rb,1.0654,orthorhombic,69,mmm
34,mp-21001,5,3,Ge-Ru-Y,0.0,tetragonal,139,4/mmm
35,mp-22505,6,3,Al-Gd-Pd,0.0,hexagonal,191,6/mmm
36,mp-23208,8,2,Cl-U,0.0,hexagonal,176,6/m
37,mp-23434,22,3,Al-Cl-Cu,0.5594,monoclinic,14,2/m
38,mp-23701,56,4,B-Ca-H-O,5.5185,monoclinic,4,2
39,mp-24291,3,2,H-Th,0.0,tetragonal,139,4/mmm
40,mp-27209,36,3,F-K-Tl,2.3213,trigonal,144,3
41,mp-27638,3,2,I-Ni,0.0,trigonal,166,-3m
42,mp-28192,28,3,Au-Cl-S,1.7882000000000002,monoclinic,14,2/m
43,mp-28501,28,3,Cl-K-Nb,1.094,monoclinic,12,2/m
44,mp-28626,12,3,La-O-S,1.5237999999999996,orthorhombic,64,mmm
45,mp-28698,9,3,Ir-Na-O,0.4426000000000001,tetragonal,87,4/m
46,mp-29488,20,3,Na-O-Zn,1.457,monoclinic,14,2/m
47,mp-29506,8,3,Bi-Cs-O,2.3677,monoclinic,15,2/m
48,mp-30419,4,3,Au-Sn-U,0.0,cubic,225,m-3m
49,mp-30954,16,2,Ga-I,2.3854,monoclinic,14,2/m
50,mp-31508,32,3,Br-K-Pb,3.0674,monoclinic,14,2/m
51,mp-398,4,2,Er-Ga,0.0,cubic,221,m-3m
52,mp-4165,12,3,N-O-Ta,1.9835000000000003,monoclinic,14,2/m
53,mp-4767,5,3,Ce-Os-Si,0.0,tetragonal,139,4/mmm
54,mp-505392,40,3,Ba-O-V,2.9455999999999998,monoclinic,15,2/m
55,mp-5152,32,3,La-O-Si,4.4965,monoclinic,14,2/m
56,mp-5330,8,3,Al-La-Si,0.0,trigonal,164,-3m
57,mp-541735,42,3,K-S-Ti,1.1896,monoclinic,15,2/m
58,mp-542587,20,2,Ge-Pt,0.0,orthorhombic,62,mmm
59,mp-546350,8,4,Bi-Br-O-Tm,1.4283000000000001,tetragonal,123,4/mmm
60,mp-555414,32,3,Ba-O-Sb,0.3109000000000006,monoclinic,14,2/m
61,mp-555914,48,4,Ca-K-O-P,4.8824000000000005,monoclinic,14,2/m
62,mp-557365,72,4,K-O-U-V,1.7661000000000002,monoclinic,14,2/m
63,mp-559560,60,4,Cl-Nd-O-Ti,2.9455,orthorhombic,60,mmm
64,mp-559941,68,4,Ba-Bi-O-V,3.1891,monoclinic,14,2/m
65,mp-561,14,2,Nb-Se,0.0,hexagonal,176,6/m
66,mp-561006,60,5,Ca-Na-O-P-V,2.5594,orthorhombic,62,mmm
67,mp-561315,26,4,Al-Cs-Ge-O,3.4515999999999996,monoclinic,15,2/m
68,mp-561349,32,4,O-P-Rb-V,3.0087,orthorhombic,19,222
69,mp-561725,24,3,B-Cs-O,3.8518999999999997,trigonal,167,-3m
70,mp-562809,8,4,Bi-Br-Gd-O,1.1517000000000004,tetragonal,123,4/mmm
71,mp-568424,12,3,Al-Au-Ca,0.0,orthorhombic,62,mmm
72,mp-574620,12,4,Cs-Se-Y-Zn,2.1128,orthorhombic,63,mmm
73,mp-582,6,2,Ce-Ir,0.0,cubic,227,m-3m
74,mp-5936,5,3,La-Rh-Si,0.0,tetragonal,139,4/mmm
75,mp-6088,8,4,Cu-La-O-S,1.668499999999999,tetragonal,129,4/mmm
76,mp-6253,14,4,Be-F-K-Li,6.8545,hexagonal,173,6
77,mp-6299,76,4,K-Mg-O-S,5.5458,cubic,198,23
78,mp-6406,16,4,Mg-Na-O-Si,3.7742000000000004,monoclinic,7,m
79,mp-645068,28,3,Ce-In-Ru,0.0,orthorhombic,62,mmm
80,mp-6499,24,4,B-Ba-Li-O,4.5192,monoclinic,14,2/m
81,mp-6528,20,4,Al-Cs-F-Na,6.7438,trigonal,166,-3m
82,mp-653579,32,3,Cl-Re-S,1.7043,monoclinic,14,2/m
83,mp-7600,5,3,Fe-Si-Th,0.0,tetragonal,139,4/mmm
84,mp-864954,8,3,Mg-Mo-N,0.0,hexagonal,194,6/mmm
85,mp-9069,12,4,Al-As-K-Na,1.2479999999999998,orthorhombic,72,mmm
86,mp-9646,26,3,La-O-P,4.665500000000001,orthorhombic,20,222
87,mp-1018022,4,3,In-Nb-S,0.0,hexagonal,187,-6m2
88,mp-1019138,6,3,Sb-Sm-Te,0.0,tetragonal,129,4/mmm
89,mp-1019738,28,3,Ba-Eu-O,0.0,orthorhombic,62,mmm
90,mp-1077228,6,3,In-Pr-Pt,0.0,cubic,216,-43m
91,mp-1077854,7,3,Pb-Rh-Se,0.0,trigonal,166,-3m
92,mp-1078793,10,3,Ge-Pt-Th,0.0,tetragonal,129,4/mmm
93,mp-1079245,9,3,Pb-Pd-Sm,0.0,hexagonal,189,-6m2
94,mp-1079615,10,4,Ba-Cd-O-U,1.8841000000000006,cubic,225,m-3m
95,mp-1080572,8,3,Co-Ge-Nd,0.0,orthorhombic,63,mmm
96,mp-1095502,12,3,Co-Ge-Ta,0.0,orthorhombic,62,mmm
97,mp-1101,2,2,As-Tm,0.0,cubic,225,m-3m
98,mp-1101808,12,3,Ce-Ir-Sb,0.008000000000000895,orthorhombic,62,mmm
99,mp-11582,16,3,Ga-Li-Se,2.0679999999999996,orthorhombic,33,mm2
100,mp-11733,5,3,In-Lu-N,0.0,cubic,221,m-3m
101,mp-1191266,24,3,Bi-I-O,2.3945,orthorhombic,29,mm2
102,mp-1192485,26,3,Al-Os-Yb,0.0,orthorhombic,63,mmm
103,mp-1197086,120,5,Al-C-Cl-H-P,4.8347,orthorhombic,62,mmm
104,mp-1199895,38,3,Ho-Ru-Si,0.0,orthorhombic,64,mmm
105,mp-1208453,16,2,Pt-Tb,0.0,orthorhombic,62,mmm
106,mp-12286,22,3,O-Sr-Ta,2.9098000000000006,orthorhombic,63,mmm
107,mp-13502,4,3,C-Co-Tm,0.0,orthorhombic,38,mm2
108,mp-14266,38,2,Cu-Si,0.0,cubic,220,-43m
109,mp-15073,22,5,Ba-C-F-O-Sm,4.3057,trigonal,166,-3m
110,mp-1668,3,2,Au-Yb,0.0,tetragonal,139,4/mmm
111,mp-18946,10,3,B-O-V,1.8733,trigonal,167,-3m
112,mp-2172,2,2,Al-As,1.6871,cubic,216,-43m
113,mp-2354,8,2,Hg-Ti,0.0,cubic,223,m-3m
114,mp-23645,36,5,Bi-Cl-K-O-S,4.1775,orthorhombic,19,222
115,mp-24356,36,4,Cd-Cl-H-N,3.5576999999999996,orthorhombic,62,mmm
116,mp-24688,62,5,H-Ni-O-Rb-S,4.8423,monoclinic,14,2/m
117,mp-24726,3,2,H-Ti,0.0,tetragonal,139,4/mmm
118,mp-27125,15,3,Cl-Mn-Na,2.5775,cubic,225,m-3m
119,mp-27979,8,2,I-La,2.0709,orthorhombic,63,mmm
120,mp-28163,7,3,F-K-Pd,1.9075000000000002,monoclinic,12,2/m
121,mp-29825,54,3,K-O-Si,4.3281,monoclinic,9,m
122,mp-30564,4,2,Co-Th,0.0,orthorhombic,63,mmm
123,mp-31073,44,3,B-Na-O,4.9298,triclinic,2,-1
124,mp-3261,160,3,B-Dy-O,5.561,orthorhombic,62,mmm
125,mp-3824,17,3,Ni-S-Ta,0.0,hexagonal,189,-6m2
126,mp-3830,12,3,As-Ni-S,0.0,cubic,198,23
127,mp-3977,36,3,B-Cs-O,5.305000000000001,orthorhombic,19,222
128,mp-4006,12,3,Er-O-P,5.925599999999999,tetragonal,141,4/mmm
129,mp-4595,4,3,Fe-Si-V,0.0,cubic,225,m-3m
130,mp-4819,20,3,Ge-Mg-O,2.5362,monoclinic,15,2/m
131,mp-4822,5,3,Pd-Si-Y,0.0,tetragonal,139,4/mmm
132,mp-5039,40,3,K-O-P,5.0422,monoclinic,14,2/m
133,mp-510209,16,2,Pb-Sc,0.0,hexagonal,193,6/mmm
134,mp-5354,38,3,Er-Ru-Si,0.0,orthorhombic,64,mmm
135,mp-540924,20,3,I-Nb-Te,0.5118,monoclinic,13,2/m
136,mp-541587,24,3,Cu-Se-U,0.0,hexagonal,173,6
137,mp-542573,20,2,B-Th,0.0,tetragonal,127,4/mmm
138,mp-542666,44,3,Cr-K-O,2.7027,triclinic,2,-1
139,mp-554334,36,4,K-O-S-V,1.8755,orthorhombic,19,222
140,mp-556070,52,4,Gd-Mo-Na-O,3.3896,tetragonal,88,4/m
141,mp-558188,32,4,Ag-As-Hg-O,0.7441000000000001,orthorhombic,55,mmm
142,mp-559557,62,4,B-Cs-Na-O,4.7115,monoclinic,15,2/m
143,mp-567428,24,4,Cu-Ge-Se-Tb,1.1843000000000004,hexagonal,173,6
144,mp-567799,104,3,Al-Ca-Sb,0.6067,tetragonal,142,4/mmm
145,mp-569115,16,3,Ge-Li-Zn,0.0,trigonal,164,-3m
146,mp-570593,48,4,Ag-As-Rb-Se,1.1454000000000002,monoclinic,14,2/m
147,mp-570873,22,3,I-Nb-Te,0.8167,triclinic,2,-1
148,mp-571541,20,4,Cu-In-N-Sr,0.0,orthorhombic,71,mmm
149,mp-582067,32,2,As-Hf,0.0,monoclinic,15,2/m
150,mp-583553,84,3,Cl-Mo-Pb,2.6067,cubic,201,m-3
151,mp-593,52,2,Al-Cu,0.0,cubic,215,-43m
152,mp-615314,8,3,C-Co-Sc,0.0,tetragonal,129,4/mmm
153,mp-696736,8,3,Be-F-Rb,7.302099999999999,triclinic,1,1
154,mp-7020,16,3,Li-O-Y,4.4646,monoclinic,14,2/m
155,mp-7084,12,3,Ca-Si-Sr,0.4224999999999999,orthorhombic,62,mmm
156,mp-720586,96,5,Ca-Cl-H-N-O,3.5643000000000002,orthorhombic,61,mmm
157,mp-7288,10,3,O-S-Sc,2.1135,hexagonal,194,6/mmm
158,mp-743538,124,4,Cr-F-H-O,4.2682,trigonal,146,1
159,mp-745166,68,5,F-Fe-H-O-Sr,3.5417,orthorhombic,64,mmm
160,mp-752414,32,3,O-Tb-Ti,3.3264000000000005,orthorhombic,62,mmm
161,mp-866649,44,4,B-H-Na-Sc,4.88,orthorhombic,63,mmm
162,mp-9126,9,3,O-Sb-Sr,2.8085,trigonal,162,-3m
163,mp-934,2,2,Li-Tl,0.0,cubic,221,m-3m
164,mp-1001,6,2,Ba-N,0.0,monoclinic,15,2/m
165,mp-1007918,4,2,Au-Dy,0.0,orthorhombic,63,mmm
166,mp-1019730,68,4,B-Eu-O-Zn,0.0,monoclinic,14,2/m
167,mp-1021505,17,3,Ce-Os-P,0.26060000000000016,cubic,204,m-3
168,mp-10270,5,3,C-Co-Sc,0.0,cubic,221,m-3m
169,mp-10378,4,2,Cs-Sb,1.1015000000000001,cubic,225,m-3m
170,mp-10419,16,3,N-Na-Re,2.4466,monoclinic,9,m
171,mp-1077994,7,3,Pd-Si-Sn,0.0,tetragonal,123,4/mmm
172,mp-1079079,9,3,As-Hf-Ru,0.0,hexagonal,189,-6m2
173,mp-1079706,10,3,Al-C-Ti,0.0,trigonal,166,-3m
174,mp-1079790,9,3,Pt-Sn-Tb,0.0,hexagonal,189,-6m2
175,mp-1106202,16,3,Ce-Sn-Zn,0.0,orthorhombic,63,mmm
176,mp-1189171,16,3,Cl-N-Zn,1.9705000000000001,orthorhombic,33,mm2
177,mp-1189749,20,4,B-Ga-Ir-Mg,0.0,tetragonal,127,4/mmm
178,mp-1191155,24,4,O-P-Pb-Ti,2.5899,monoclinic,15,2/m
179,mp-1195193,122,5,Ag-H-N-Se-Sn,0.22229999999999994,monoclinic,15,2/m
180,mp-1195620,36,4,Cl-H-Li-O,5.5649,monoclinic,15,2/m
181,mp-1196536,48,3,Np-O-Se,0.0,monoclinic,14,2/m
182,mp-1197810,62,4,Cl-Cs-Dy-S,1.9469,monoclinic,12,2/m
183,mp-1205254,106,3,Al-U-W,0.0,hexagonal,193,6/mmm
184,mp-13686,16,2,Nb-Si,0.0,tetragonal,140,4/mmm
185,mp-13979,44,3,Ca-Nb-O,3.0148,monoclinic,4,2
186,mp-15391,20,3,Na-O-Te,1.98,triclinic,2,-1
187,mp-15740,52,4,As-O-Sr-Zn,2.8662,monoclinic,14,2/m
188,mp-16126,40,3,Ge-Na-Rb,0.0,cubic,227,m-3m
189,mp-1842,4,2,Al-Nb,0.0,tetragonal,139,4/mmm
190,mp-20282,10,3,Cs-F-Pb,3.67,trigonal,161,3m
191,mp-20573,9,3,Dy-In-Mg,0.0,hexagonal,189,-6m2
192,mp-20727,9,3,O-Pb-Sb,2.132,trigonal,162,-3m
193,mp-20969,2,2,Np-Sb,0.0,cubic,225,m-3m
194,mp-21588,40,3,Fe-Sc-Si,0.0,tetragonal,128,4/mmm
195,mp-22484,48,4,Ba-F-Fe-Mn,2.0899,monoclinic,12,2/m
196,mp-23171,2,2,Bi-Pr,0.0,cubic,225,m-3m
197,mp-2486,3,2,C-U,0.0,tetragonal,139,4/mmm
198,mp-2591,16,2,O-Ti,0.0,trigonal,163,-3m
199,mp-27247,32,3,Na-Nb-O,3.7821,monoclinic,12,2/m
200,mp-28251,26,3,O-Ta-Zn,3.5092,monoclinic,15,2/m
201,mp-29273,50,3,Ca-Ge-O,2.8677,tetragonal,117,-42m
202,mp-29468,22,3,Cl-O-Rb,1.6613,trigonal,167,-3m
203,mp-30379,8,2,Au-Ga,0.0,orthorhombic,62,mmm
204,mp-30757,36,2,La-Sn,0.0,orthorhombic,62,mmm
205,mp-30993,6,3,I-La-O,3.2805999999999997,tetragonal,129,4/mmm
206,mp-31076,18,3,Br-Te-Tl,2.2371999999999996,tetragonal,128,4/mmm
207,mp-31130,44,3,B-Er-Ni,0.0,tetragonal,141,4/mmm
208,mp-4179,12,3,O-P-Yb,0.0,tetragonal,141,4/mmm
209,mp-4283,8,3,La-Pt-Si,0.0,orthorhombic,63,mmm
210,mp-504520,28,3,Eu-F-Rb,0.0,cubic,225,m-3m
211,mp-504748,42,4,Cl-O-P-Pb,3.4109,hexagonal,176,6/m
212,mp-554034,20,4,K-La-Nb-O,3.7601999999999998,monoclinic,12,2/m
213,mp-556587,36,3,Au-Cl-S,1.8347,monoclinic,14,2/m
214,mp-559144,18,3,Ge-O-Pb,2.3916,monoclinic,4,2
215,mp-560515,17,4,Cl-K-O-Ru,0.6694,tetragonal,139,4/mmm
216,mp-567391,28,3,Dy-N-Se,1.1727999999999996,orthorhombic,62,mmm
217,mp-567504,8,2,Cl-Cr,0.17669999999999997,trigonal,148,-3
218,mp-569974,5,3,Nd-Ni-P,0.0,tetragonal,139,4/mmm
219,mp-572986,64,5,Cs-F-Np-O-P,0.0,monoclinic,14,2/m
220,mp-581922,44,4,Br-Cl-Cs-Mo,2.5856,trigonal,159,3m
221,mp-5929,36,3,Na-P-Si,1.3279999999999994,monoclinic,14,2/m
222,mp-6174,58,4,Al-Mg-O-Si,4.8175,orthorhombic,66,mmm
223,mp-645591,28,3,Eu-Ga-Rh,0.0,orthorhombic,63,mmm
224,mp-651160,20,3,Cl-Gd-N,1.9569999999999999,triclinic,2,-1
225,mp-672,4,2,Cd-S,1.1162,hexagonal,186,6mm
226,mp-672238,8,3,Ce-Cu-Sb,0.0,tetragonal,129,4/mmm
227,mp-672352,40,3,Al-Cl-I,1.7106,monoclinic,15,2/m
228,mp-6759,52,4,Ba-Ga-O-Si,4.009,monoclinic,15,2/m
229,mp-703316,40,3,H-La-Mg,2.5942,tetragonal,92,422
230,mp-861606,14,4,K-La-Se-Si,2.2080999999999995,monoclinic,4,2
231,mp-8700,5,2,Au-K,0.0,orthorhombic,71,mmm
232,mp-1019786,76,4,B-K-O-Zn,4.2518,monoclinic,14,2/m
233,mp-1025375,7,3,Co-Ga-Y,0.0,tetragonal,123,4/mmm
234,mp-1025553,8,3,Eu-Ni-Si,0.0,orthorhombic,63,mmm
235,mp-1068653,5,3,Ca-Ir-Si,0.0,tetragonal,107,4mm
236,mp-1095667,12,3,Al-Pd-Tm,0.0,orthorhombic,62,mmm
237,mp-10992,8,3,As-Cu-Dy,0.0,tetragonal,129,4/mmm
238,mp-1102496,12,2,Eu-H,0.0,orthorhombic,62,mmm
239,mp-1102700,12,3,Ge-Ir-Tm,0.0,orthorhombic,62,mmm
240,mp-1103243,12,3,As-Nb-Ni,0.0,orthorhombic,62,mmm
241,mp-1104135,14,3,Ca-F-H,7.6467,orthorhombic,70,mmm
242,mp-1104181,14,3,B-Ni-W,0.0,orthorhombic,63,mmm
243,mp-1104473,14,3,Cr-K-Se,0.027200000000000113,monoclinic,12,2/m
244,mp-1105368,20,3,Al-Br-Nb,1.534,orthorhombic,63,mmm
245,mp-11453,16,2,Hf-Pd,0.0,hexagonal,194,6/mmm
246,mp-1188603,17,3,La-Ru-Sb,0.0,cubic,204,m-3
247,mp-1188821,20,3,Cs-I-La,3.0567,tetragonal,84,4/m
248,mp-1189402,19,2,Be-Ta,0.0,trigonal,166,-3m
249,mp-1189843,18,3,Ge-Np-Tc,0.0,monoclinic,14,2/m
250,mp-1190670,22,3,B-Gd-W,0.0,orthorhombic,63,mmm
251,mp-1192584,30,5,Er-F-Na-O-Si,4.959899999999999,tetragonal,82,-4
252,mp-1193131,26,5,Cl-Cs-N-O-Pb,3.4213,tetragonal,141,4/mmm
253,mp-1193890,30,5,Cl-Mn-O-Si-Te,2.5326,monoclinic,11,2/m
254,mp-1194888,36,3,Lu-Mo-Si,0.0,orthorhombic,62,mmm
255,mp-1195592,56,3,As-Ba-Ga,0.7389999999999999,orthorhombic,62,mmm
256,mp-1197768,64,5,Al-Ba-C-Li-N,4.1281,orthorhombic,19,222
257,mp-1198536,36,3,P-Ru-Tb,0.0,hexagonal,189,-6m2
258,mp-1203016,66,3,Al-As-Ba,1.2935999999999996,trigonal,167,-3m
259,mp-1203372,116,3,Co-Sc-Sn,0.00709999999999944,tetragonal,142,4/mmm
260,mp-12046,14,4,Na-O-Rb-Ru,0.5138,trigonal,164,-3m
261,mp-1204783,32,3,Cs-S-Sb,2.1304999999999996,orthorhombic,62,mmm
262,mp-1205080,32,4,Ba-I-O-P,4.3892999999999995,monoclinic,14,2/m
263,mp-1264,4,2,Au-Cd,0.0,cubic,221,m-3m
264,mp-13287,8,4,Ba-Cu-F-Te,0.9884000000000004,tetragonal,129,4/mmm
265,mp-13382,9,3,Ce-Pd-Zn,0.0,hexagonal,189,-6m2
266,mp-14406,38,3,Ba-Re-S,1.3613,trigonal,167,-3m
267,mp-15238,18,2,C-Ho,0.0,orthorhombic,55,mmm
268,mp-1570,6,2,Fe-Y,0.0,cubic,227,m-3m
269,mp-17667,28,3,Al-Sb-Sr,0.5370000000000004,orthorhombic,64,mmm
270,mp-18483,30,3,O-Rb-Si,3.1390000000000002,monoclinic,14,2/m
271,mp-19899,5,3,C-Dy-Sn,0.0,cubic,221,m-3m
272,mp-20072,4,3,Cu-La-O,2.5664000000000007,trigonal,166,-3m
273,mp-2152,6,2,Ni-Y,0.0,hexagonal,191,6/mmm
274,mp-22187,5,3,Gd-Ge-Rh,0.0,tetragonal,139,4/mmm
275,mp-22793,5,3,Al-C-Fe,0.0,cubic,221,m-3m
276,mp-23412,24,3,Cl-F-Sb,1.3854,tetragonal,82,-4
277,mp-24338,18,3,As-H-Sr,0.6806999999999999,hexagonal,193,6/mmm
278,mp-27664,22,3,Cl-P-Ti,2.1747,triclinic,2,-1
279,mp-2892,28,3,Ba-Nd-O,3.3935,orthorhombic,62,mmm
280,mp-29373,24,3,Al-K-Sb,0.24439999999999973,orthorhombic,62,mmm
281,mp-30863,140,2,Rh-Sc,0.0,cubic,200,m-3
282,mp-31049,6,2,Nd-O,3.5141000000000004,monoclinic,12,2/m
283,mp-3762,8,3,Cu-S-V,1.2083000000000004,cubic,215,-43m
284,mp-3772,7,3,Cd-Ga-Se,1.3487,tetragonal,82,-4
285,mp-395,8,2,Al-Zr,0.0,tetragonal,139,4/mmm
286,mp-510226,82,5,As-Cu-H-O-U,0.9125,tetragonal,85,4/m
287,mp-542003,21,3,Ni-P-Yb,0.0,hexagonal,174,-6
288,mp-542662,44,3,Cl-Ga-Te,1.4191,monoclinic,14,2/m
289,mp-542879,19,3,Nd-Ni-Sn,0.0,cubic,204,m-3
290,mp-556679,36,4,Ca-Na-O-Si,4.375500000000001,monoclinic,15,2/m
291,mp-558194,20,5,La-Mg-Na-O-W,3.4974,monoclinic,12,2/m
292,mp-558390,48,4,Ga-O-P-Rb,4.4178,monoclinic,7,m
293,mp-560685,27,4,Ge-I-K-O,3.3476,trigonal,148,-3
294,mp-567122,112,2,Cd-Sm,0.0,cubic,216,-43m
295,mp-568452,74,3,Ce-Pt-Si,0.0,cubic,225,m-3m
296,mp-570981,27,3,Al-Ce-Pt,0.0,orthorhombic,71,mmm
297,mp-581877,72,4,Cs-O-Si-Zr,4.946999999999999,monoclinic,12,2/m
298,mp-582813,96,3,In-K-Sb,0.5995999999999997,monoclinic,14,2/m
299,mp-6137,23,4,Mg-N-P-S,5.105700000000001,cubic,217,-43m
300,mp-638084,16,3,Dy-Ge-Ni,0.0,orthorhombic,71,mmm
301,mp-651434,152,4,K-Mn-Mo-O,3.0261,orthorhombic,54,mmm
302,mp-6648,104,4,B-K-Li-O,5.0827,orthorhombic,19,222
303,mp-680450,112,3,K-Li-Sn,0.8388999999999998,monoclinic,15,2/m
304,mp-704115,100,4,Cr-O-P-Pb,2.4533,tetragonal,92,422
305,mp-7595,12,2,F-Ge,4.0323,orthorhombic,19,222
306,mp-7670,10,2,K-Se,0.6526000000000001,orthorhombic,36,mm2
307,mp-8959,18,4,Cs-F-K-Pd,2.2047,tetragonal,127,4/mmm
308,mp-9573,6,3,As-Be-Na,1.3449999999999998,hexagonal,194,6/mmm
309,mp-998949,4,2,Pt-Ti,0.0,orthorhombic,51,mmm
310,mp-1001611,4,3,Lu-Se-Tl,1.2344,trigonal,166,-3m
311,mp-10659,3,1,Ho,0.0,trigonal,166,-3m
312,mp-1068235,5,3,Ge-Ir-Sr,0.0,tetragonal,107,4mm
313,mp-1078999,8,3,Al-H-Nd,2.445,trigonal,166,-3m
314,mp-1103002,12,3,Eu-In-Ni,0.0,orthorhombic,63,mmm
315,mp-1103552,14,3,Al-Eu-Se,0.9037000000000002,orthorhombic,66,mmm
316,mp-1188524,17,3,Eu-P-Ru,0.0,cubic,204,m-3
317,mp-1190095,16,3,Ho-Pt-Si,0.0,orthorhombic,62,mmm
318,mp-1190367,22,4,As-Cd-O-Sr,2.4741,triclinic,2,-1
319,mp-1195547,40,4,La-P-Se-Tl,1.7894999999999999,monoclinic,14,2/m
320,mp-1196894,36,3,Co-P-Tb,0.0,orthorhombic,62,mmm
321,mp-1197319,80,5,Al-Bi-Br-Cl-Ru,1.185,monoclinic,14,2/m
322,mp-1198019,120,4,F-N-O-Re,0.5304,orthorhombic,61,mmm
323,mp-1199220,40,3,Eu-Pb-Rh,0.02859999999999996,cubic,223,m-3m
324,mp-1200753,70,2,Ho-Rh,0.0,tetragonal,140,4/mmm
325,mp-1201301,36,3,Hf-K-O,4.4683,orthorhombic,52,mmm
326,mp-1201525,48,5,F-H-Mo-Na-O,3.6685,orthorhombic,19,222
327,mp-1205012,40,3,Ca-Pt-Si,0.0,hexagonal,193,6/mmm
328,mp-1214073,62,5,Cs-H-Mn-O-Se,2.7699,monoclinic,14,2/m
329,mp-13868,10,2,F-Pd,0.7857000000000001,orthorhombic,43,mm2
330,mp-15931,20,3,Cr-Nd-S,0.0,orthorhombic,62,mmm
331,mp-17660,24,4,Cu-Pr-Se-Sr,1.4609000000000005,orthorhombic,62,mmm
332,mp-23414,22,3,Cl-N-Sc,0.0,orthorhombic,55,mmm
333,mp-24294,28,4,Cl-H-Hg-O,2.3903,orthorhombic,57,mmm
334,mp-27362,10,3,Cl-Nb-S,1.593,monoclinic,12,2/m
335,mp-27830,9,3,Cl-Cs-Se,2.8235,cubic,225,m-3m
336,mp-27891,10,3,Bi-O-S,0.8559000000000001,orthorhombic,58,mmm
337,mp-28377,5,3,Cs-Ge-I,2.1992,trigonal,160,3m
338,mp-28421,14,3,Cs-Hg-I,2.0411,monoclinic,11,2/m
339,mp-28892,96,3,H-N-P,4.5996,monoclinic,14,2/m
340,mp-29002,32,3,Mg-Si-Sr,0.0,orthorhombic,62,mmm
341,mp-29937,19,3,Ho-O-Re,0.0,monoclinic,12,2/m
342,mp-3038,7,3,Al-Hg-Se,1.4322000000000001,tetragonal,82,-4
343,mp-505113,46,3,F-Sn-Ti,2.7043,monoclinic,15,2/m
344,mp-505798,72,3,Na-Se-Ti,1.6704,monoclinic,15,2/m
345,mp-5382,29,3,Ni-Sc-Si,0.0,cubic,225,m-3m
346,mp-541013,10,2,I-Ti,1.1083000000000003,monoclinic,15,2/m
347,mp-541108,42,4,Cd-O-P-Si,4.0752,monoclinic,15,2/m
348,mp-541352,36,3,I-P-S,2.2079,triclinic,2,-1
349,mp-542140,34,3,Se-Ta-Tl,1.0857,triclinic,2,-1
350,mp-554704,32,4,H-O-P-Ti,2.8504,monoclinic,4,2
351,mp-555344,26,3,Hf-O-P,4.9365000000000006,monoclinic,12,2/m
